Local Authority,Library,Month,Type,Loans
CAMBS,Arbury Court Library,2019-12,adult fiction,1
CAMBS,Arbury Court Library,2019-12,adult fiction hardback,35
CAMBS,Arbury Court Library,2019-12,adult fiction large print hardback,10
CAMBS,Arbury Court Library,2019-12,adult fiction large print paperback,7
CAMBS,Arbury Court Library,2019-12,adult fiction paperback,75
CAMBS,Arbury Court Library,2019-12,adult non fiction hardback,15
CAMBS,Arbury Court Library,2019-12,adult non fiction large print hardback,1
CAMBS,Arbury Court Library,2019-12,adult non fiction paperback,34
CAMBS,Arbury Court Library,2019-12,children's fiction,8
CAMBS,Arbury Court Library,2019-12,children's spoken word cd set,2
CAMBS,Arbury Court Library,2019-12,dvd: 12,2
CAMBS,Arbury Court Library,2019-12,dvd: pg,1
CAMBS,Arbury Court Library,2019-12,dvd: u,2
CAMBS,Arbury Court Library,2019-12,junior fiction,313
CAMBS,Arbury Court Library,2019-12,junior large print,1
CAMBS,Arbury Court Library,2019-12,junior non-fiction,30
CAMBS,Arbury Court Library,2019-12,picture book,1
CAMBS,Arbury Court Library,2019-12,teenage,2
CAMBS,Arbury Court Library,2019-12,young adult,5
CAMBS,Arbury Court Library,2019-12,young adult fiction paperback,1
CAMBS,Arbury Court Library,2019-12,young adult plus,1
CAMBS,Arbury Court Library,2020-01,adult fiction,5
CAMBS,Arbury Court Library,2020-01,adult fiction hardback,46
CAMBS,Arbury Court Library,2020-01,adult fiction large print hardback,5
CAMBS,Arbury Court Library,2020-01,adult fiction large print paperback,9
CAMBS,Arbury Court Library,2020-01,adult fiction paperback,94
CAMBS,Arbury Court Library,2020-01,adult non fiction hardback,12
CAMBS,Arbury Court Library,2020-01,adult non fiction paperback,31
CAMBS,Arbury Court Library,2020-01,adult non-fiction,3
CAMBS,Arbury Court Library,2020-01,adult spoken word cd set,6
CAMBS,Arbury Court Library,2020-01,children's fiction,15
CAMBS,Arbury Court Library,2020-01,children's non fiction,4
CAMBS,Arbury Court Library,2020-01,children's spoken word cd set,9
CAMBS,Arbury Court Library,2020-01,dvd: 12,2
CAMBS,Arbury Court Library,2020-01,dvd: pg,1
CAMBS,Arbury Court Library,2020-01,dvd: u,1
CAMBS,Arbury Court Library,2020-01,junior fiction,557
CAMBS,Arbury Court Library,2020-01,junior non-fiction,47
CAMBS,Arbury Court Library,2020-01,map,3
CAMBS,Arbury Court Library,2020-01,quick pick fiction,2
CAMBS,Arbury Court Library,2020-01,teenage,6
CAMBS,Arbury Court Library,2020-01,young adult,8
CAMBS,Bar Hill Library,2019-12,adult fiction,7
CAMBS,Bar Hill Library,2019-12,adult fiction hardback,24
CAMBS,Bar Hill Library,2019-12,adult fiction large print paperback,2
CAMBS,Bar Hill Library,2019-12,adult fiction paperback,65
CAMBS,Bar Hill Library,2019-12,adult non fiction hardback,5
CAMBS,Bar Hill Library,2019-12,adult non fiction paperback,14
CAMBS,Bar Hill Library,2019-12,adult spoken word cd set,4
CAMBS,Bar Hill Library,2019-12,children's spoken word cd set,3
CAMBS,Bar Hill Library,2019-12,junior fiction,108
CAMBS,Bar Hill Library,2019-12,junior non-fiction,11
CAMBS,Bar Hill Library,2019-12,picture book,3
CAMBS,Bar Hill Library,2019-12,quick pick fiction,1
CAMBS,Bar Hill Library,2020-01,adult fiction,6
CAMBS,Bar Hill Library,2020-01,adult fiction hardback,46
CAMBS,Bar Hill Library,2020-01,adult fiction large print hardback,1
CAMBS,Bar Hill Library,2020-01,adult fiction paperback,74
CAMBS,Bar Hill Library,2020-01,adult non fiction hardback,12
CAMBS,Bar Hill Library,2020-01,adult non fiction paperback,17
CAMBS,Bar Hill Library,2020-01,adult non fiction,3
CAMBS,Bar Hill Library,2020-01,adult spoken word cd set,5
CAMBS,Bar Hill Library,2020-01,children's fiction,2
CAMBS,Bar Hill Library,2020-01,children's non-fiction,2
CAMBS,Bar Hill Library,2020-01,children's spoken word cd set,2
CAMBS,Bar Hill Library,2020-01,dvd: pg,1
CAMBS,Bar Hill Library,2020-01,dvd: u,3
CAMBS,Bar Hill Library,2020-01,junior fiction,302
CAMBS,Bar Hill Library,2020-01,junior non-fiction,53
CAMBS,Bar Hill Library,2020-01,map,3
CAMBS,Bar Hill Library,2020-01,picture book,1
CAMBS,Bar Hill Library,2020-01,quick pick fiction,3
CAMBS,Bar Hill Library,2020-01,teenage,3
CAMBS,Barnwell Road Library,2019-12,adult fiction hardback,4
CAMBS,Barnwell Road Library,2019-12,adult fiction paperback,26
CAMBS,Barnwell Road Library,2019-12,adult non fiction hardback,1
CAMBS,Barnwell Road Library,2019-12,adult non fiction paperback,7
CAMBS,Barnwell Road Library,2019-12,adult spoken word cd set,2
CAMBS,Barnwell Road Library,2019-12,dvd: 15,1
CAMBS,Barnwell Road Library,2019-12,junior fiction,119
CAMBS,Barnwell Road Library,2019-12,junior non-fiction,5
CAMBS,Barnwell Road Library,2019-12,picture book,1
CAMBS,Barnwell Road Library,2019-12,young adult plus,1
CAMBS,Barnwell Road Library,2020-01,adult fiction hardback,17
CAMBS,Barnwell Road Library,2020-01,adult fiction large print hardback,1
CAMBS,Barnwell Road Library,2020-01,adult fiction large print paperback,1
CAMBS,Barnwell Road Library,2020-01,adult fiction paperback,42
CAMBS,Barnwell Road Library,2020-01,adult non fiction hardback,7
CAMBS,Barnwell Road Library,2020-01,adult non fiction paperback,14
CAMBS,Barnwell Road Library,2020-01,adult non-fiction,4
CAMBS,Barnwell Road Library,2020-01,adult spoken word cd set,1
CAMBS,Barnwell Road Library,2020-01,children's fiction,1
CAMBS,Barnwell Road Library,2020-01,children's non-fiction,2
CAMBS,Barnwell Road Library,2020-01,children's spoken word cd set,1
CAMBS,Barnwell Road Library,2020-01,dvd: pg,1
CAMBS,Barnwell Road Library,2020-01,dvd: u,1
CAMBS,Barnwell Road Library,2020-01,inter-library loan,1
CAMBS,Barnwell Road Library,2020-01,junior fiction,173
CAMBS,Barnwell Road Library,2020-01,junior large print,1
CAMBS,Barnwell Road Library,2020-01,junior non-fiction,22
CAMBS,Barnwell Road Library,2020-01,teenage,6
CAMBS,Barnwell Road Library,2020-01,young adult,6
CAMBS,Bassingbourn Library Access Point,2019-12,adult fiction paperback,38
CAMBS,Bassingbourn Library Access Point,2019-12,junior fiction,5
CAMBS,Bassingbourn Library Access Point,2019-12,junior non-fiction,1
CAMBS,Bassingbourn Library Access Point,2020-01,adult fiction,3
CAMBS,Bassingbourn Library Access Point,2020-01,adult fiction hardback,3
CAMBS,Bassingbourn Library Access Point,2020-01,adult fiction paperback,28
CAMBS,Bassingbourn Library Access Point,2020-01,adult non fiction hardback,3
CAMBS,Bassingbourn Library Access Point,2020-01,adult non fiction paperback,4
CAMBS,Bassingbourn Library Access Point,2020-01,children's fiction,1
CAMBS,Bassingbourn Library Access Point,2020-01,junior fiction,35
CAMBS,Bassingbourn Library Access Point,2020-01,junior large print,3
CAMBS,Bassingbourn Library Access Point,2020-01,junior non-fiction,2
CAMBS,Bassingbourn Library Access Point,2020-01,teenage,1
CAMBS,Bassingbourn Library Access Point,2020-01,young adult,1
CAMBS,Bottisham Library Access Point,2019-12,young adult,1
CAMBS,Bottisham Library Access Point,2020-01,adult fiction,1
CAMBS,Bottisham Library Access Point,2020-01,adult fiction hardback,5
CAMBS,Bottisham Library Access Point,2020-01,adult fiction paperback,29
CAMBS,Bottisham Library Access Point,2020-01,adult non fiction hardback,8
CAMBS,Bottisham Library Access Point,2020-01,adult non fiction large print paperback,1
CAMBS,Bottisham Library Access Point,2020-01,adult non fiction paperback,2
CAMBS,Bottisham Library Access Point,2020-01,adult non-fiction,1
CAMBS,Bottisham Library Access Point,2020-01,bott village college fiction,10
CAMBS,Bottisham Library Access Point,2020-01,bott village college non-fiction,16
CAMBS,Bottisham Library Access Point,2020-01,children's fiction,17
CAMBS,Bottisham Library Access Point,2020-01,children's non-fiction,3
CAMBS,Bottisham Library Access Point,2020-01,children's spoken word cd set,1
CAMBS,Bottisham Library Access Point,2020-01,junior fiction,203
CAMBS,Bottisham Library Access Point,2020-01,junior non-fiction,24
CAMBS,Bottisham Library Access Point,2020-01,picture book,30
CAMBS,Bottisham Library Access Point,2020-01,quick pick fiction,2
CAMBS,Bottisham Library Access Point,2020-01,teenage,6
CAMBS,Bottisham Library Access Point,2020-01,young adult,23
CAMBS,Bottisham Library Access Point,2020-01,young adult plus,15
CAMBS,Brampton Community Library,2019-12,adult fiction,2
CAMBS,Brampton Community Library,2019-12,adult fiction hardback,1
CAMBS,Brampton Community Library,2019-12,adult fiction paperback,10
CAMBS,Brampton Community Library,2019-12,adult non fiction hardback,1
CAMBS,Brampton Community Library,2019-12,adult non fiction paperback,5
CAMBS,Brampton Community Library,2019-12,children's fiction,2
CAMBS,Brampton Community Library,2019-12,junior fiction,9
CAMBS,Brampton Community Library,2020-01,adult fiction,1
CAMBS,Brampton Community Library,2020-01,adult fiction hardback,2
CAMBS,Brampton Community Library,2020-01,adult fiction paperback,22
CAMBS,Brampton Community Library,2020-01,adult non fiction hardback,2
CAMBS,Brampton Community Library,2020-01,adult non fiction paperback,3
CAMBS,Brampton Community Library,2020-01,adult non-fiction,1
CAMBS,Brampton Community Library,2020-01,children's fiction,2
CAMBS,Brampton Community Library,2020-01,junior fiction,49
CAMBS,Brampton Community Library,2020-01,junior non-fiction,14
CAMBS,Brampton Community Library,2020-01,picture book,4
CAMBS,Buckden Library,2019-12,adult fiction,5
CAMBS,Buckden Library,2019-12,adult fiction hardback,16
CAMBS,Buckden Library,2019-12,adult fiction large print hardback,2
CAMBS,Buckden Library,2019-12,adult fiction large print paperback,5
CAMBS,Buckden Library,2019-12,adult fiction paperback,53
CAMBS,Buckden Library,2019-12,adult non fiction paperback,6
CAMBS,Buckden Library,2019-12,adult non-fiction,1
CAMBS,Buckden Library,2019-12,junior fiction,51
CAMBS,Buckden Library,2019-12,junior non-fiction,14
CAMBS,Buckden Library,2019-12,quick pick fiction,1
CAMBS,Buckden Library,2020-01,adult fiction,4
CAMBS,Buckden Library,2020-01,adult fiction hardback,25
CAMBS,Buckden Library,2020-01,adult fiction large print hardback,3
CAMBS,Buckden Library,2020-01,adult fiction large print paperback,3
CAMBS,Buckden Library,2020-01,adult fiction paperback,72
CAMBS,Buckden Library,2020-01,adult non fiction hardback,5
CAMBS,Buckden Library,2020-01,adult non fiction large print paperback,1
CAMBS,Buckden Library,2020-01,adult non fiction paperback,12
CAMBS,Buckden Library,2020-01,adult non-fiction,1
CAMBS,Buckden Library,2020-01,children's fiction,1
CAMBS,Buckden Library,2020-01,children's spoken word cd set,1
CAMBS,Buckden Library,2020-01,junior fiction,102
CAMBS,Buckden Library,2020-01,junior non-fiction,1
CAMBS,Buckden Library,2020-01,quick pick fiction,3
CAMBS,Buckden Library,2020-01,teenage,3
CAMBS,Burwell Library,2019-12,adult fiction,16
CAMBS,Burwell Library,2019-12,adult fiction hardback,22
CAMBS,Burwell Library,2019-12,adult fiction large print hardback,2
CAMBS,Burwell Library,2019-12,adult fiction paperback,86
CAMBS,Burwell Library,2019-12,adult non fiction hardback,6
CAMBS,Burwell Library,2019-12,adult non fiction paperback,6
CAMBS,Burwell Library,2019-12,adult non-fiction,3
CAMBS,Burwell Library,2019-12,adult spoken word cd set,6
CAMBS,Burwell Library,2019-12,children's spoken word cd set,5
CAMBS,Burwell Library,2019-12,junior fiction,60
CAMBS,Burwell Library,2019-12,junior non-fiction,17
CAMBS,Burwell Library,2019-12,quick pick fiction,12
CAMBS,Burwell Library,2019-12,teenage,2
CAMBS,Burwell Library,2020-01,adult fiction,16
CAMBS,Burwell Library,2020-01,adult fiction hardback,18
CAMBS,Burwell Library,2020-01,adult fiction large print hardback,9
CAMBS,Burwell Library,2020-01,adult fiction large print paperback,6
CAMBS,Burwell Library,2020-01,adult fiction paperback,53
CAMBS,Burwell Library,2020-01,adult non fiction hardback,14
CAMBS,Burwell Library,2020-01,adult non fiction paperback,7
CAMBS,Burwell Library,2020-01,adult non-fiction,1
CAMBS,Burwell Library,2020-01,adult spoken word cd set,1
CAMBS,Burwell Library,2020-01,children's spoken word cd set,2
CAMBS,Burwell Library,2020-01,dvd: pg,1
CAMBS,Burwell Library,2020-01,dvd: u,4
CAMBS,Burwell Library,2020-01,junior fiction,148
CAMBS,Burwell Library,2020-01,junior large print,2
CAMBS,Burwell Library,2020-01,junior non-fiction,13
CAMBS,Burwell Library,2020-01,lending,1
CAMBS,Burwell Library,2020-01,picture book,1
CAMBS,Burwell Library,2020-01,quick pick fiction,12
CAMBS,Burwell Library,2020-01,teenage,1
CAMBS,Burwell Library,2020-01,young adult,1
CAMBS,Cambourne Library,2019-12,adult fiction,6
CAMBS,Cambourne Library,2019-12,adult fiction hardback,40
CAMBS,Cambourne Library,2019-12,adult fiction large print hardback,9
CAMBS,Cambourne Library,2019-12,adult fiction large print paperback,2
CAMBS,Cambourne Library,2019-12,adult fiction paperback,96
CAMBS,Cambourne Library,2019-12,adult non fiction hardback,19
CAMBS,Cambourne Library,2019-12,adult non fiction paperback,23
CAMBS,Cambourne Library,2019-12,adult non-fiction,1
CAMBS,Cambourne Library,2019-12,adult spoken word cd,1
CAMBS,Cambourne Library,2019-12,adult spoken word cd set,1
CAMBS,Cambourne Library,2019-12,children's fiction,2
CAMBS,Cambourne Library,2019-12,children's spoken word cd set,15
CAMBS,Cambourne Library,2019-12,dvd: 12,1
CAMBS,Cambourne Library,2019-12,dvd: 15,2
CAMBS,Cambourne Library,2019-12,dvd: 18,1
CAMBS,Cambourne Library,2019-12,dvd: pg,2
CAMBS,Cambourne Library,2019-12,dvd: u,3
CAMBS,Cambourne Library,2019-12,junior fiction,453
CAMBS,Cambourne Library,2019-12,junior non-fiction,43
CAMBS,Cambourne Library,2019-12,music score,1
CAMBS,Cambourne Library,2019-12,teenage,4
CAMBS,Cambourne Library,2019-12,young adult,1
CAMBS,Cambourne Library,2020-01,adult fiction,8
CAMBS,Cambourne Library,2020-01,adult fiction hardback,43
CAMBS,Cambourne Library,2020-01,adult fiction large print hardback,15
CAMBS,Cambourne Library,2020-01,adult fiction large print paperback,5
CAMBS,Cambourne Library,2020-01,adult fiction paperback,149
CAMBS,Cambourne Library,2020-01,adult non fiction hardback,13
CAMBS,Cambourne Library,2020-01,adult non fiction paperback,31
CAMBS,Cambourne Library,2020-01,adult non-fiction,3
CAMBS,Cambourne Library,2020-01,adult spoken word cd,1
CAMBS,Cambourne Library,2020-01,adult spoken word cd set,4
CAMBS,Cambourne Library,2020-01,children's fiction,5
CAMBS,Cambourne Library,2020-01,children's non-fiction,2
CAMBS,Cambourne Library,2020-01,children's spoken word cd set,12
CAMBS,Cambourne Library,2020-01,dvd: 12,4
CAMBS,Cambourne Library,2020-01,dvd: 15,3
CAMBS,Cambourne Library,2020-01,dvd: pg,5
CAMBS,Cambourne Library,2020-01,dvd: u,4
CAMBS,Cambourne Library,2020-01,junior fiction,484
CAMBS,Cambourne Library,2020-01,junior non-fiction,86
CAMBS,Cambourne Library,2020-01,picture book,1
CAMBS,Cambourne Library,2020-01,teenage,7
CAMBS,Cambourne Library,2020-01,young adult,5
CAMBS,Cambridge Central Library,2019-12,adult fiction,12
CAMBS,Cambridge Central Library,2019-12,adult fiction hardback,158
CAMBS,Cambridge Central Library,2019-12,adult fiction large print hardback,2
CAMBS,Cambridge Central Library,2019-12,adult fiction large print paperback,14
CAMBS,Cambridge Central Library,2019-12,adult fiction paperback,373
CAMBS,Cambridge Central Library,2019-12,adult non fiction hardback,131
CAMBS,Cambridge Central Library,2019-12,adult non fiction large print hardback,1
CAMBS,Cambridge Central Library,2019-12,adult non fiction large print paperback,3
CAMBS,Cambridge Central Library,2019-12,adult non fiction paperback,289
CAMBS,Cambridge Central Library,2019-12,adult non-fiction,37
CAMBS,Cambridge Central Library,2019-12,adult spoken word cd,2
CAMBS,Cambridge Central Library,2019-12,adult spoken word cd set,15
CAMBS,Cambridge Central Library,2019-12,blu-ray:18,1
CAMBS,Cambridge Central Library,2019-12,cd,5
CAMBS,Cambridge Central Library,2019-12,children's fiction,19
CAMBS,Cambridge Central Library,2019-12,children's spoken word cd set,21
CAMBS,Cambridge Central Library,2019-12,devices and electronics,1
CAMBS,Cambridge Central Library,2019-12,dvd: 12,19
CAMBS,Cambridge Central Library,2019-12,dvd: 15,22
CAMBS,Cambridge Central Library,2019-12,dvd: 18,1
CAMBS,Cambridge Central Library,2019-12,dvd: pg,8
CAMBS,Cambridge Central Library,2019-12,dvd: u,12
CAMBS,Cambridge Central Library,2019-12,junior fiction,"1,034"
CAMBS,Cambridge Central Library,2019-12,junior large print,5
CAMBS,Cambridge Central Library,2019-12,junior non-fiction,140
CAMBS,Cambridge Central Library,2019-12,map,2
CAMBS,Cambridge Central Library,2019-12,music score,11
CAMBS,Cambridge Central Library,2019-12,picture book,3
CAMBS,Cambridge Central Library,2019-12,teenage,59
CAMBS,Cambridge Central Library,2019-12,young adult,25
CAMBS,Cambridge Central Library,2019-12,young adult plus,13
CAMBS,Cambridge Central Library,2020-01,adult fiction,35
CAMBS,Cambridge Central Library,2020-01,adult fiction hardback,299
CAMBS,Cambridge Central Library,2020-01,adult fiction large print hardback,15
